Timestamp,Do you believe in a personal God?,"How would you categorize yourself, religiously speaking",How often do you voluntarily attend religious services?,How would you categorize your beliefs?,Supernatural forces exist which cannot be directly addressed by science,"We can relate to God personally, as opposed to an impersonal force",God (or gods) communicate by divine revelation to humans,Holy scriptures are a reliable source of divine truth,Unrighteousness or wrongdoing will be punished in the afterlife,What is your primary programming language used at work (if any)?,What is your favorite programming language?,How many years have you been programming?,Righteousness is rewarded in the afterlife,God communicates to people in ways we can clearly understand,Holy scriptures are a reliable source of practical guidance for everyday life,All people will eventually be reconciled with or joined to God,I have personally had a supernatural spiritual experience,God loves everybody,How many years have you been programming professionally?,How would you describe your education?,Human beings are basically or inherently good,Human suffering in this life is caused by sin or unrighteousness,"Human beings were specially created in their present form, apart from natural processes",Naturalistic theories are insufficient to account for the origin and complexity of life,Feedback
4/25/2014 14:14:34,,,At least once a week,"Christian, Moderate",5,5,,5,5,php,c++,10,4,4,5,3,3,,7,Bachelor's degree,2,3,2,4,
4/25/2014 14:15:02,,,Never,none,1,1,,1,1,php,ruby,11,1,1,2,1,1,,6,Bachelor's degree,3,3,1,3,
4/25/2014 14:15:48,,,Never,"Agnostic, Atheist",3,1,,1,3,Python,Python,2,3,1,5,3,3,,1,Bachelor's degree,2,1,1,1,
4/25/2014 14:16:20,,,Never,Atheist,1,1,,1,1,c++,c++,17,1,1,1,1,1,,13,Bachelor's degree,4,1,1,1,
4/25/2014 14:16:45,,,At least once a year,Christian,2,4,,3,3,C,C#,7,4,2,5,4,1,,3,Bachelor's degree,1,3,1,1,
4/25/2014 14:18:25,,,Never,Agnostic,1,1,,1,1,c++,python,10,1,1,2,1,1,,8,Graduate degree,3,1,1,1,
4/25/2014 14:17:39,,,At least once a year,Agnostic,1,,,,,ruby,ruby,2,,,,,1,,1,Some higher education,4,4,1,1,
4/25/2014 14:19:16,,,Never,Atheist,1,1,,1,1,"C#, PHP",C#,7,1,1,1,1,1,,5,Graduate degree,3,1,1,1,
4/25/2014 14:19:07,,,Never,Atheist,1,1,,1,1,c++,python,12,1,1,1,1,1,,6,Bachelor's degree,3,1,1,1,
4/25/2014 14:19:40,,,Never,Atheist,1,1,,1,1,"Java, Javascript, PHP, SQL",D,15,1,1,1,1,1,,4,Bachelor's degree,4,1,1,1,
4/25/2014 14:19:50,,,At least once a week,Christian,4,5,,3,5,C#,C#,23,5,3,5,5,1,,13,Bachelor's degree,4,4,4,1,
4/25/2014 14:20:56,,,Never,Atheist,1,1,,1,1,"javascript, coffeescript, ruby",ruby,6,1,1,1,1,1,,2,Some higher education,1,1,1,1,
4/25/2014 14:20:53,,,Never,Atheist,1,1,,1,1,Java,Java,10,1,1,1,1,1,,1,Some higher education,5,1,1,1,
4/25/2014 14:21:29,,,Never,"Moderate, Agnostic, Atheist",2,1,,1,1,"C#, Delphi, Scheme",Python,15,1,1,3,1,1,,7,Bachelor's degree,3,1,1,1,
4/25/2014 14:22:21,,,Never,"Liberal, Agnostic, Atheist, Humanist",1,,,1,1,JavaScript,Haskell,5,1,,1,1,1,,1,Some higher education,3,1,1,1,
4/25/2014 14:22:23,,,Never,"Agnostic, Atheist, Humanist",2,1,,1,2,Objective C,Objective C,20,2,1,1,2,1,,10,Graduate degree,3,3,1,1,
4/25/2014 14:21:59,,,More than twice a week,Muslim,5,2,,4,5,c++,c++,15,5,4,4,5,3,,10,Bachelor's degree,3,1,2,5,
4/25/2014 14:22:26,,,Never,Agnostic,2,1,,1,2,C#,C#,18,2,1,2,3,1,,8,Graduate degree,3,2,1,1,
4/25/2014 14:23:55,,,At least once a year,"Christian, Atheist",3,1,,1,3,F#,F#,15,3,1,4,2,1,,5,Graduate degree,2,5,1,4,
4/25/2014 14:24:31,,,At least once a week,Christian,5,5,,5,4,c++,perl,15,2,5,5,1,3,,10,Bachelor's degree,1,5,5,5,
4/25/2014 14:24:33,,,Never,Atheist,1,1,,1,1,"C++, ruby",C++,4,1,3,1,1,1,,0.5,Some higher education,3,1,1,1,
4/25/2014 14:24:44,,,Never,"Agnostic, Atheist",1,1,,1,1,C++,Ocaml,18,1,1,1,1,1,,10,Graduate degree,1,1,1,1,
4/25/2014 14:25:11,,,Never,Atheist,1,1,,1,1,javascript,c#,7,1,1,1,1,1,,3,Bachelor's degree,1,1,1,1,
4/25/2014 14:26:05,,,At least once a year,"Jewish, Atheist",1,1,,1,1,python,python,7,1,1,4,1,1,,5,Bachelor's degree,3,1,1,1,
4/25/2014 14:25:55,,,Never,Atheist,4,1,,1,1,.NET,.NET,15,1,1,1,2,1,,10,Graduate degree,1,1,1,1,
4/25/2014 14:25:53,,,Never,Atheist,1,1,,1,1,"C, Python, shell, Assembly",C,25,1,1,1,1,1,,12,Some or no formal education,1,1,1,1,
4/25/2014 14:26:14,,,At least once a year,Atheist,1,4,,1,1,python,python,35,1,1,3,1,2,,30,Bachelor's degree,4,1,1,1,
4/25/2014 14:26:29,,,Never,Atheist,1,1,,1,1,Python,Python,4,1,1,1,1,1,,,,5,1,1,1,
4/25/2014 14:28:04,,,More than twice a week,Christian,5,5,,5,5,"html, css, js",python,18,5,5,5,1,5,,10,Some post-graduate education,1,5,5,5,
4/25/2014 14:28:08,,,Never,Agnostic,5,3,,1,1,Ruby,Ruby,15,5,3,3,3,1,,3,Graduate degree,3,1,3,3,
4/25/2014 14:27:20,,,At least once a week,Christian,4,5,,4,5,Ruby,Ruby,15,4,5,5,2,4,,7,Bachelor's degree,2,3,4,3,
4/25/2014 14:26:58,,,Never,"Agnostic, Atheist, Humanist",1,1,,1,1,C#,Python,15,1,1,1,1,1,,10,Some post-graduate education,4,1,1,3,
4/25/2014 14:26:53,,,Never,"Liberal, Agnostic",1,1,,1,1,c#,C++,24,1,1,1,1,1,,9,Some post-graduate education,5,1,1,1,
4/25/2014 14:27:54,,,Never,"Agnostic, Atheist",1,1,,1,1,C++,Haskell,20,1,1,4,1,1,,15,Graduate degree,2,1,1,1,
4/25/2014 14:28:10,,,Never,Agnostic,1,1,,1,1,visual basic,c#,6,1,1,5,1,1,,2,Bachelor's degree,1,1,1,1,
4/25/2014 14:29:17,,,Never,Moderate,1,2,,1,1,Ruby,Ruby,22,1,1,1,1,1,,10,Graduate degree,3,1,1,1,
4/25/2014 14:28:25,,,Never,Atheist,1,1,,1,1,java,Haskell,1,1,1,2,1,1,,0.5,Graduate degree,1,1,1,1,
4/25/2014 14:28:22,,,Never,"Agnostic, Atheist, deist",4,1,,1,1,Java,Haskell,5,1,1,4,1,1,,1,Some higher education,3,1,2,3,
4/25/2014 14:28:54,,,Never,Atheist,1,1,,1,1,,C#,20,1,1,1,1,1,,,Bachelor's degree,3,1,1,1,
4/25/2014 14:29:23,,,Never,Atheist,1,1,,1,1,Python,Python,5,1,1,1,1,1,,25,Bachelor's degree,1,1,1,1,
4/25/2014 14:29:46,,,Never,"Atheist, Humanist",1,1,,1,1,"Java, Groovy, JavaScript, Delphi",JavaScript,25,1,1,1,1,1,,20,Some higher education,3,1,1,1,
4/25/2014 14:30:58,,,At least once a year,"Agnostic, Atheist",1,,,1,,not working,ruby,10,,,2,,1,,,Some or no formal education,3,3,1,1,
4/25/2014 14:31:02,,,At least once a year,Christian,5,3,,4,4,"C, C++, JavaScript",C,3,5,1,4,3,3,,1,Bachelor's degree,3,3,2,4,
4/25/2014 14:31:08,,,At least once a year,"Jewish, Liberal, Atheist",1,1,,1,1,Scala,Haskell,10,1,1,1,1,1,,2,Bachelor's degree,4,1,1,1,
4/25/2014 14:31:07,,,Never,Atheist,1,1,,1,1,python,python,25,1,1,1,1,1,,12,Bachelor's degree,3,1,1,1,
4/25/2014 14:31:34,,,Never,Atheist,1,1,,1,1,,Python,1,1,1,3,1,1,,,Some or no formal education,1,1,1,1,
4/25/2014 14:31:34,,,Never,Agnostic,1,1,,1,2,C++,C#,19,2,1,1,1,1,,8,Some higher education,3,1,1,1,
4/25/2014 14:31:42,,,Never,Agnostic,1,1,,1,1,"C,C++,JavaScript",C++,25,1,1,1,1,1,,15,High school diploma,3,1,1,1,
4/25/2014 14:31:54,,,Never,Atheist,1,1,,1,1,c++,c++,4,1,1,1,1,1,,0,High school diploma,1,1,1,1,
4/25/2014 14:32:31,,,Never,Atheist,1,1,,1,1,"bash, ruby, lua, python",C,20,1,1,1,1,1,,20,Bachelor's degree,1,1,1,1,
4/25/2014 14:32:38,,,Never,Atheist,1,1,,1,1,F#,F#,13,1,1,1,1,1,,2.5,Bachelor's degree,4,1,1,1,
4/25/2014 14:33:14,,,Never,Atheist,1,5,,1,1,Java,Java,5,1,1,1,1,1,,2,Bachelor's degree,1,1,1,1,
4/25/2014 14:34:01,,,Never,"Christian, Pagan, Humanist",4,3,,1,2,"PHP, Perl, bash",PHP,24,2,1,2,5,4,,7,Bachelor's degree,5,3,1,4,
4/25/2014 14:33:02,,,Never,"Atheist, Humanist",1,1,,1,1,C#,doesn't exist yet,25,1,1,1,1,1,,5,Graduate degree,4,1,1,1,
4/25/2014 14:33:24,,,Never,Atheist,1,1,,1,1,Ruby,Python,7,1,1,1,1,1,,1,Bachelor's degree,3,3,1,1,
4/25/2014 14:34:59,,,Never,"Atheist, Humanist",2,4,,1,1,"Haskell, Coq, Agda",Haskell,2,1,1,2,1,1,,5,Some post-graduate education,2,1,1,2,
4/25/2014 14:36:01,,,Never,"Liberal, Moderate, Agnostic, Atheist",1,3,,3,1,,c++,8,1,1,3,3,1,,,Bachelor's degree,3,1,1,1,
4/25/2014 14:36:43,,,Never,"Agnostic, Atheist",1,1,,1,1,bash, scala,8,1,1,1,1,1,,4,Graduate degree,1,1,1,1,
4/25/2014 14:36:10,,,Never,Atheist,2,3,,1,1,vb,python,20,3,3,1,2,1,,15,Bachelor's degree,3,3,3,1,
4/25/2014 14:36:50,,,Never,Atheist,1,1,,1,1,C#,Haskell,13,1,1,1,1,1,,6,Graduate degree,3,1,1,1,
4/25/2014 14:39:12,,,Never,"Moderate, Atheist, Humanist",1,1,,1,1,,Perl,15,1,1,1,1,1,,4,Graduate degree,4,1,1,1,
4/25/2014 14:39:26,,,Never,Christian,5,5,,4,5,"Ruby, C#",Golang ,17,5,3,4,5,1,,12,High school diploma,3,2,5,3,
4/25/2014 14:37:42,,,At least once a year,Christian,5,3,,1,3,java,scala,35,3,3,4,3,1,,27,Bachelor's degree,5,4,3,5,
4/25/2014 14:38:03,,,Never,Atheist,1,1,,1,1,Java,Java,8,1,1,1,,,,3,Bachelor's degree,3,1,1,1,
4/25/2014 14:38:00,,,More than twice a week,HAIL SATAN,5,5,,5,1,php,php,12,1,5,5,1,5,,9,Graduate degree,1,5,5,1,
4/25/2014 14:39:44,,,Never,Atheist,1,2,,1,1,C#,C#,6,1,2,4,1,1,,6,Bachelor's degree,3,1,1,3,
4/25/2014 14:40:07,,,At least once a week,Christian,5,5,,5,5,"C++, C#, C++/CLI",C++,15,1,5,5,1,5,,13,Bachelor's degree,1,5,5,5,
4/25/2014 14:41:50,,,At least once a month,Christian,4,4,,1,4,C#,Ada,8,4,4,4,5,4,,8,Bachelor's degree,3,4,4,5,
4/25/2014 14:41:17,,,Never,Atheist,3,1,,1,1,"Phyton, .Net, Java, JS, PHP, SQL, C, C++",Java,7,1,1,1,1,1,,5,Graduate degree,4,1,1,1,
4/25/2014 14:41:34,,,Never,"Atheist, Humanist",1,1,,1,1,Ruby,Clojure,4,1,1,1,1,1,,1,High school diploma,5,1,1,1,
4/25/2014 14:42:09,,,Never,"Agnostic, Atheist, Humanist",1,1,,1,1,Objective-C,Java,7,1,1,2,1,2,,3,Bachelor's degree,3,1,1,1,
4/25/2014 14:42:39,,,Never,Atheist,4,3,,1,1,C#,C#,8,1,3,1,1,1,,3,Bachelor's degree,4,1,1,1,
4/25/2014 14:42:30,,,At least once a year,Christian,3,3,,4,4,Python,Python,20,4,1,4,3,2,,20,Some post-graduate education,3,2,1,1,
4/25/2014 14:44:43,,,Never,"Agnostic, Atheist, Humanist",1,,,,,"C#, Python",Rust,5,,,1,,1,,2,Graduate degree,4,,,,
4/25/2014 14:45:35,,,Never,"Liberal, Agnostic",3,1,,1,1,Java,Python,3,3,1,1,3,2,,0,Some higher education,2,1,1,3,
4/25/2014 14:45:41,,,Never,Atheist,1,1,,1,1,"C#, Python",Python,17,1,1,1,1,1,,14,Some higher education,3,1,1,1,
4/25/2014 14:46:01,,,Never,Atheist,1,1,,1,1,"C#,JavaScript",C#,10,1,1,1,1,1,,20,Bachelor's degree,4,2,1,1,
4/25/2014 14:46:09,,,Never,"Agnostic, Humanist",1,1,,1,1,python,lisp,18,1,1,1,1,1,,14,Two-year (associate's) degree,1,1,1,1,
4/25/2014 14:46:18,,,At least once a week,Christian,5,5,,4,3,C++,Lisp,25,3,4,,1,4,,10,Some post-graduate education,1,1,3,3,
4/25/2014 14:46:35,,,Never,Atheist,1,1,,1,1,PHP,Java,5,1,1,1,1,1,,2,Graduate degree,3,1,1,1,
4/25/2014 14:46:57,,,Never,"Liberal, Moderate, Atheist, Humanist",1,1,,1,1,Java,C,6,1,1,1,1,1,,3,Bachelor's degree,1,1,1,1,
4/25/2014 14:49:43,,,Never,Atheist,1,1,,1,1,Javascript,C++,5,1,1,1,1,1,,0,High school diploma,5,1,1,1,
4/25/2014 14:49:56,,,Never,Hindu,3,5,,3,1,java,haskell,10,1,,5,3,1,,9,Bachelor's degree,3,4,3,4,
4/25/2014 14:56:58,,,Never,"Atheist, Humanist",1,1,,1,2,Python,Go,13,2,1,2,1,1,,9,Some post-graduate education,4,3,1,1,
4/25/2014 14:55:17,,,Never,Atheist,1,1,,1,1,c++,c++,6,1,1,1,1,1,,0,High school diploma,2,1,1,2,
4/25/2014 14:57:21,,,Never,"Agnostic, Atheist",1,,,1,,java,python,5,,,1,,1,,1,Bachelor's degree,5,1,1,1,
4/25/2014 14:57:27,,,At least once a year,Christian,4,3,,2,4,c,c,15,4,3,4,3,2,,5,Graduate degree,3,3,1,5,
4/25/2014 14:59:20,,,Never,Atheist,1,1,,1,1,Perl,Ocaml,25,1,1,1,1,1,,20,Bachelor's degree,1,1,1,1,
4/25/2014 14:58:04,,,Never,Atheist,1,1,,1,1,C++,Objective-C,12,1,1,1,1,1,,7,Bachelor's degree,3,1,1,1,
4/25/2014 14:58:58,,,At least once a year,"Christian, Buddhist, Moderate",4,3,,1,3,C#,Python,9,3,2,2,3,2,,5,Bachelor's degree,3,2,1,2,
4/25/2014 14:58:12,,,Never,"Atheist, Humanist",1,,,1,1,"c++, c#, python, javascript",c#,10,1,,1,1,1,,6,Graduate degree,2,1,1,1,
4/25/2014 15:00:46,,,At least once a week,"Christian, Conservative",5,5,,5,5,C#,Python,5,5,5,5,5,5,,2,Bachelor's degree,5,1,5,5,
4/25/2014 15:01:41,,,Never,Atheist,1,1,,1,1,C++,D,18,1,1,1,1,1,,15,Bachelor's degree,1,1,1,1,
4/25/2014 15:01:43,,,Never,Atheist,1,1,,1,2,,C++,3,2,1,3,2,1,,,Two-year (associate's) degree,3,1,1,1,
4/25/2014 15:01:58,,,At least once a year,"Christian, Agnostic",1,4,,1,1,Python,C#,20,1,1,3,3,1,,12,Some higher education,3,1,1,1,
4/25/2014 15:02:10,,,Never,"Liberal, Atheist, Humanist",1,1,,1,1,c++,c#,30,1,1,1,1,1,,25,Some higher education,3,1,1,1,
4/25/2014 15:03:11,,,Never,Atheist,2,1,,1,1,C++,C#,35,1,1,1,1,1,,25,Graduate degree,4,1,1,5,
4/25/2014 15:01:52,,,Never,Atheist,1,1,,1,1,python,go,12,1,1,1,1,1,,9,Bachelor's degree,3,1,1,1,
4/25/2014 15:03:54,,,Never,Atheist,2,,,1,1,"Python, Java",Java,4,1,,5,1,2,,2,Bachelor's degree,4,1,1,1,
4/25/2014 15:04:33,,,Never,Agnostic,3,3,,1,3,"C++,Python",Go,25,3,3,1,3,3,,20,Graduate degree,3,3,3,3,
4/25/2014 15:06:10,,,Never,Atheist,1,1,,1,1,"C,Java,C++",C,36,1,1,2,1,1,,16,Some higher education,3,1,1,1,
4/25/2014 15:09:27,,,At least once a year,Buddhist,1,1,,1,1,c,lisp,20,1,1,2,1,1,,15,Some higher education,3,2,1,1,
4/25/2014 15:09:27,,,Never,"Atheist, Anti-theist",1,1,,1,1,C#,Lua,5,1,1,1,1,1,,1,Some or no formal education,,1,1,1,
4/25/2014 15:07:44,,,At least once a week,Muslim,5,5,,5,5,,C#,2,5,3,5,5,1,,0,Bachelor's degree,5,2,3,3,
4/25/2014 15:09:59,,,Never,"Atheist, Discordianism",4,1,,1,,Java,Ruby,9,,1,1,1,1,,2,Bachelor's degree,1,1,1,1,
4/25/2014 15:09:54,,,Never,Agnostic,2,1,,1,1,C#,C#,2,1,1,1,1,1,,1,Bachelor's degree,1,1,1,1,
4/25/2014 15:10:12,,,At least once a week,Christian,5,5,,5,5,C++,C++,3,5,5,5,5,3,,0,Two-year (associate's) degree,1,5,5,5,
4/25/2014 15:12:13,,,Never,Atheist,1,1,,1,1,C++,C++,8,1,1,1,1,1,,0,Graduate degree,2,1,1,1,
4/25/2014 15:13:09,,,At least once a week,Christian,3,5,,3,4,Java,Prolog,40,4,1,3,1,3,,37,Graduate degree,3,4,1,4,
4/25/2014 15:12:56,,,Never,Agnostic,4,3,,1,3,PHP,Javascript,2,3,1,1,1,1,,1,Bachelor's degree,3,1,3,1,
4/25/2014 15:13:16,,,Never,Atheist,4,1,,1,1,python,python,6,1,3,1,1,3,,4,Some post-graduate education,4,1,1,1,
4/25/2014 15:15:25,,,Never,Humanist,1,3,,1,1,Python,Python,12,1,3,1,1,1,,6,Graduate degree,4,1,1,1,
4/25/2014 15:13:32,,,Never,"Liberal, Moderate, Atheist",1,1,,1,1,"Java,  VB",Ruby,2,1,1,3,1,1,,2,Bachelor's degree,5,1,1,1,
4/25/2014 15:15:32,,,At least once a month,Christian,4,5,,4,4,C,python,3,4,3,4,3,1,,0,Bachelor's degree,4,1,1,3,
4/25/2014 15:16:55,,,At least once a week,Christian,5,4,,3,4,Java,Ruby,20,3,2,5,1,2,,18,Bachelor's degree,3,2,3,3,
4/25/2014 15:17:04,,,,Jewish,,,,,,,c++,10,,,,,,,,,,,,,
4/25/2014 15:18:06,,,Never,Atheist,1,1,,1,1,"C++,PHP",C++,10,1,1,1,1,1,,5,Bachelor's degree,1,1,1,1,
4/25/2014 15:18:30,,,Never,Atheist,1,1,,1,1,C#,C#,10,1,1,1,1,1,,8,Bachelor's degree,4,1,1,1,
4/25/2014 15:19:26,,,Never,Liberal,1,5,,1,1,php,c++,12,1,1,3,1,1,,4,Graduate degree,3,4,1,5,
4/25/2014 15:19:27,,,Never,Atheist,1,1,,1,1,C++,C,22,1,1,2,1,1,,15,Bachelor's degree,2,1,1,5,
4/25/2014 15:20:15,,,Never,Atheist,1,1,,1,1,Java,C++ and Java,8,1,1,1,1,1,,4,Graduate degree,1,1,1,1,
4/25/2014 15:20:28,,,Never,Atheist,2,1,,1,1,Python,Python,10,1,1,3,1,1,,7,Some higher education,1,1,1,1,
4/25/2014 15:21:30,,,At least once a week,"Christian, Liberal, Conservative",5,4,,4,4,Java,Haskell,6,4,3,4,3,2,,2,Graduate degree,3,1,1,3,
4/25/2014 15:22:08,,,Never,Atheist,1,1,,1,1,,Python,2,1,1,1,1,1,,0,Some or no formal education,1,1,1,1,
4/25/2014 15:22:05,,,Never,Atheist,1,3,,1,1,PHP,Javascript,16,1,1,3,1,1,,7,Bachelor's degree,1,1,1,1,
4/25/2014 15:22:29,,,At least once a week,Christian,5,5,,4,3,Java,Java,14,4,4,4,5,4,,5,High school diploma,5,4,3,3,
4/25/2014 15:22:21,,,Never,none,1,1,,1,1,PHP,Python,6,1,1,1,1,1,,5,Bachelor's degree,3,1,1,1,
4/25/2014 15:23:27,,,Never,"Liberal, Atheist, Humanist",1,1,,1,1,"Python, Clojure",Common Lisp,20,1,1,1,1,1,,7,Some post-graduate education,5,1,1,1,
4/25/2014 15:25:18,,,Never,"Liberal, Atheist",1,1,,1,1,Ruby,Ruby,16,1,1,1,1,1,,12,Bachelor's degree,4,1,1,1,
4/25/2014 15:27:10,,,At least once a year,Christian,4,5,,4,5,C#,C#,20,5,3,4,5,4,,15,Graduate degree,3,2,5,4,
4/25/2014 15:27:16,,,Never,"Liberal, Atheist, Humanist",1,2,,1,1,Clojure,Clojure,10,1,1,1,1,1,,2,Bachelor's degree,5,1,1,1,
4/25/2014 15:28:09,,,Never,Atheist,1,1,,1,1,"OCaml, Java",OCaml,15,1,1,1,1,1,,0,Graduate degree,4,1,1,1,
4/25/2014 15:28:04,,,At least once a year,Atheist,1,1,,1,1,C#,Python,20,1,1,2,1,1,,10,Bachelor's degree,3,1,1,1,
4/25/2014 15:29:42,,,At least once a month,"Christian, Conservative",5,5,,5,5,Ruby,C,20,3,3,5,1,4,,13,Bachelor's degree,1,3,1,5,
4/25/2014 15:31:12,,,At least once a month,Christian,5,3,,5,5,"java, c, c++, python, ruby",java,20,5,1,5,3,3,,10,Bachelor's degree,3,3,5,5,
4/25/2014 15:30:23,,,Never,"Agnostic, Atheist",1,1,,1,1,Delphi,C#,5,1,1,1,1,1,,3,Some or no formal education,2,1,1,3,
4/25/2014 15:29:15,,,Never,Atheist,1,1,,1,1,,c#,30,1,1,1,1,1,,15,Bachelor's degree,3,1,1,1,
4/25/2014 15:32:48,,,Never,"Agnostic, Atheist",4,5,,1,1,javascript,javascript,10,1,1,2,1,1,,4,Bachelor's degree,4,1,1,1,
4/25/2014 15:32:49,,,Never,Atheist,1,1,,1,1,Ruby,Ruby,4,1,1,,1,1,,1,Two-year (associate's) degree,3,1,1,1,
4/25/2014 15:33:01,,,Never,Agnostic,3,1,,1,3,"Python, C, Java, Javascript",Python,4,3,1,1,3,1,,1,Some post-graduate education,3,1,1,1,
4/25/2014 15:34:49,,,At least once a week,"Christian, Conservative",5,5,,5,5,"C#, Objective-C",C#,20,5,5,5,2,5,,16,Bachelor's degree,1,5,5,5,
4/25/2014 15:35:16,,,At least once a week,Christian,5,5,,5,4,matlab,python,10,5,5,5,4,5,,4,Graduate degree,4,3,3,3,
4/25/2014 15:35:40,,,Never,Agnostic,1,1,,1,1,"javascript, c#, SQL",python,3,1,1,1,1,1,,3,Some higher education,1,1,1,1,
4/25/2014 15:36:52,,,Never,Atheist,1,3,,1,1,C++,C++,8,1,1,2,2,1,,1,Bachelor's degree,3,4,2,3,
4/25/2014 15:37:01,,,Never,Atheist,1,1,,1,1,C++,Python,30,1,1,1,1,1,,20,Bachelor's degree,1,1,1,1,
4/25/2014 15:36:59,,,Never,"Moderate, Atheist, former Catholic",2,,,2,2,"python, sql",python,9,2,,3,2,1,,8,Bachelor's degree,3,,2,2,
4/25/2014 15:35:46,,,Never,"Atheist, Religions are glorified conspiracy theories",,1,,1,1,Java,Haskell,9,1,1,1,1,1,,2,Some or no formal education,1,1,1,1,
4/25/2014 15:36:38,,,Never,"Christian, Buddhist",4,2,,2,1,Java,Go,23,5,2,2,5,2,,16,Graduate degree,5,4,5,3,
4/25/2014 15:36:38,,,Never,Atheist,1,1,,1,1,Java,Python,6,1,1,1,1,1,,0,High school diploma,3,1,1,1,
4/25/2014 15:37:33,,,Never,Atheist,1,1,,1,1,Java,Java,15,1,1,1,1,1,,7,Some higher education,3,1,1,1,
4/25/2014 15:39:16,,,Never,"Atheist, Humanist",1,1,,1,1,C#,C#,10,1,1,1,1,1,,10,Some higher education,4,1,1,1,
4/25/2014 15:40:06,,,At least once a week,Christian,3,1,,4,4,C++,Java,3,5,3,3,5,1,,1,Bachelor's degree,3,2,1,4,
4/25/2014 15:40:05,,,Never,Atheist,1,1,,1,1,Java,Java,28,1,1,1,1,1,,16,Bachelor's degree,5,1,1,1,
4/25/2014 15:40:49,,,Never,Atheist,1,1,,1,1,C#,Rust,14,1,1,1,1,1,,2,Bachelor's degree,4,1,1,1,
4/25/2014 15:41:25,,,Never,Atheist,1,1,,1,1,python,python,15,1,1,1,1,1,,13,Bachelor's degree,1,1,1,1,
4/25/2014 15:40:59,,,At least once a year,Pagan,4,4,,1,1,c++,ats,25,1,2,1,2,3,,17,Some post-graduate education,,1,1,1,
4/25/2014 15:42:01,,,Never,Atheist,1,1,,1,1,Objective C,Objective C,10,1,1,1,1,1,,10,High school diploma,4,1,1,1,
4/25/2014 15:42:11,,,Never,Atheist,1,1,,1,1,PHP,Java,16,1,1,1,1,1,,8,Bachelor's degree,3,1,1,1,
4/25/2014 15:43:18,,,Never,"Agnostic, Atheist, Humanist",1,1,,1,1,"Java, Go",Go,10,1,1,1,1,1,,9,Some higher education,2,1,1,1,
4/25/2014 15:42:56,,,Never,"Agnostic, Atheist",1,1,,1,1,"Java, python, C++",C++,7,1,1,1,1,1,,2,Bachelor's degree,4,,1,1,
4/25/2014 15:43:00,,,Never,Buddhist,1,1,,1,1,Erlang,Erlang,8,1,1,1,1,1,,2,Graduate degree,3,5,1,1,
4/25/2014 15:44:12,,,Never,Atheist,1,1,,1,1,C#,C#,13,1,1,1,1,1,,7,Bachelor's degree,4,1,1,1,
4/25/2014 15:47:02,,,Never,"Agnostic, Atheist",1,1,,1,1,C++,C++,19,1,1,1,1,1,,7,Some post-graduate education,4,1,1,2,
4/25/2014 15:49:09,,,Never,Atheist,2,1,,1,1,"C#, F#, Javascript",F#,10,1,1,1,1,2,,6,Two-year (associate's) degree,3,1,1,1,
4/25/2014 15:48:39,,,Never,Agnostic,1,1,,1,1,Ruby,Scala,12,1,1,1,1,1,,4,Bachelor's degree,3,2,1,1,
4/25/2014 15:50:10,,,Never,Atheist,1,1,,1,1,net,python,5,1,1,1,1,1,,5,Some post-graduate education,2,1,1,1,
4/25/2014 15:52:42,,,Never,Atheist,1,1,,1,1,Ruby,Ruby,9,1,1,1,1,1,,7,Bachelor's degree,3,1,1,1,
4/25/2014 15:52:21,,,At least once a month,Christian,2,5,,3,4,,python,15,3,1,5,3,1,,7,Bachelor's degree,3,3,3,3,
4/25/2014 15:52:53,,,At least once a year,Atheist,1,1,,1,1,Node,Node,6,1,1,1,1,1,,1,Bachelor's degree,4,1,1,1,
4/25/2014 15:54:16,,,Never,Atheist,1,1,,1,1,"C#, C",C#,14,1,1,1,1,1,,6,Some higher education,1,1,1,5,
4/25/2014 15:55:07,,,Never,Atheist,1,1,,1,1,"C++,C#,Java",C++,30,1,1,1,1,1,,20,Some post-graduate education,3,1,1,1,
4/25/2014 15:56:45,,,Never,None,1,1,,1,1,Python,Python,5,1,1,1,1,1,,1,Bachelor's degree,1,1,1,1,
4/25/2014 15:57:04,,,Never,Jewish,2,1,,1,1,c#,c#,3,1,1,4,1,1,,3,Bachelor's degree,4,1,1,1,
4/25/2014 15:57:28,,,Never,Agnostic,2,1,,1,2,python,common lisp,14,2,1,3,2,1,,5,Some post-graduate education,3,2,2,2,
4/25/2014 15:57:29,,,Never,"Agnostic, Atheist, Humanist, Questions based around the supernatural, such as the existence of spirit, God, telepathy, afterlife, post-death redemption or justice, or reincarnation, are irrelevant.",,,,,,"C#, SQL, JavaScript",C,25,,,1,,,,23,Bachelor's degree,2,,,1,
4/25/2014 16:01:22,,,At least once a week,Muslim,5,5,,5,5,java,python,16,5,1,5,5,5,,5,Bachelor's degree,4,1,5,5,
4/25/2014 16:01:21,,,Never,Atheist,1,1,,1,1,Java,Java,12,1,1,1,1,1,,10,Graduate degree,3,1,1,1,
4/25/2014 16:00:24,,,Never,Agnostic,5,4,,,1,"ruby,php,javascript,sql",php,5,1,3,3,,1,,2,Graduate degree,3,,3,4,
4/25/2014 16:02:27,,,Never,Atheist,1,1,,1,1,Java,Java,21,1,1,1,1,1,,11,Two-year (associate's) degree,1,1,1,1,
